Index,Call Number,Title,Barcode,Notes,Image_barcode,Image_1,Image_2,Image_3,Year,Author,Interventions,Location-Building,Location-Shelf,Class,Subclass,Decade2,Language,Location,,
BMC-DS-0031,DS113 .J3,"Jewish contributions to civilization; an estimate,",31796001402383,,B_Images/BMC-DS-0031.Image_barcode.193711.jpg,B_Images/BMC-DS-0031.Image_1.193718.jpg,B_Images/BMC-DS-0031.Image_2.193724.jpg,B_Images/BMC-DS-0031.Image_3.193729.jpg,1919.,"Jacobs, Joseph, 1854-1916.",Yes,Canaday Library,Stacks (Monographs),D,DS,1910s,NA,NA,,
BMC-PR-0144,PR2831.A2 D8,The most excellent and lamentable tragedy of Romeo and Juliet /,3.17961E+13,,B_Images/BMC-PR-0144.Image_barcode.183116.jpg,B_Images/BMC-PR-0144.Image_1.183150.jpg,B_Images/BMC-PR-0144.Image_2.183308.jpg,B_Images/BMC-PR-0144.Image_3.183318.jpg,1917,"Shakespeare, William, 1564-1616.",Yes,Canaday Library,Stacks (Monographs),P,PR,1910s,English,ctu,,
BMC-BS-0018,BS1140 .W48,The books of the Old Testament.,3.17961E+13,,,B_Images/BMC-BS-0018.Image_1.200037.jpg,B_Images/BMC-BS-0018.Image_2.200044.jpg,,1910,"Whitehouse, Owen C.",Yes,Canaday Library,Stacks (Monographs),B,BS,1910s,English,enk,,
BMC-BT-0013,BT375 .B68,"The parables of the Gospels in the light of modern criticism. Hulsean prize essay, 1912,",3.1796E+13,,B_Images/BMC-BT-0013.Image_barcode.172652.jpg,B_Images/BMC-BT-0013.Image_1.172642.jpg,,,1913,"Browne, Laurence E.",Yes,Canaday Library,Stacks (Monographs),B,BT,1910s,English,enk,,
BMC-DS-0072,DS485.N4 B7,Picturesque Nepal /,31796102410871,,B_Images/BMC-DS-0072.Image_barcode.193220.jpg,B_Images/BMC-DS-0072.Image_1.193229.jpg,,,1912.,"Brown, Percy, 1872-1955.",Yes,Canaday Library,Stacks (Monographs),D,DS,1910s,English,enk,,
BMC-DT-0001,DT31 .J73,A history of the colonization of Africa by alien races /,31796102733439,,B_Images/BMC-DT-0001.Image_barcode.204754.jpg,B_Images/BMC-DT-0001.Image_1.205754.jpg,B_Images/BMC-DT-0001.Image_2.205754.jpg,B_Images/BMC-DT-0001.Image_3.205754.jpg,1913.,"Johnston, Harry, 1858-1927.",Yes,Canaday Library,Stacks (Monographs),D,DT,1910s,English,enk,,
BMC-BS-0019,BS1160 .B89,Die altisraelitische Religion /,3.1796E+13,The writing underneath the authors name is Tod which means Dead,B_Images/BMC-BS-0019.Image_barcode.151357.jpg,B_Images/BMC-BS-0019.Image_1.151341.jpg,B_Images/BMC-BS-0019.Image_2.151350.jpg,,1912,"Budde, Karl.",Yes,Canaday Library,Stacks (Monographs),B,BS,1910s,German,gw ,,
BMC-DS-0079,DS504 .J34 (vol. 3),An official guide to eastern Asia; trans-continental connections between Europe and Asia.,31796000114427,1914,B_Images/BMC-DS-0079.Image_barcode.194035.jpg,B_Images/BMC-DS-0079.Image_1.194048.jpg,B_Images/BMC-DS-0079.Image_2.194058.jpg,,1913-,Japan. Tetsud_in.,Yes,Canaday Library,Stacks (Monographs),D,DS,1910s,English,ja ,,
BMC-BS-0010,BS491 .I6 v.34,A critical and exegetical commentary on the Epistles of St. Paul to the Thessalonians /,3.17961E+13,,B_Images/BMC-BS-0010.Image_barcode.192847.jpg,B_Images/BMC-BS-0010.Image_1.192723.jpg,,,1912,"Frame, James Everett, 1868-1956.",Yes,Canaday Library,Stacks (Monographs),B,BS,1910s,English,nyu,,
BMC-BS-0012,BS570 .H3 1913 (vol. 1),Greater men and women of the Bible /,3.1796E+13,,B_Images/BMC-BS-0012.Image_barcode.193545.jpg,B_Images/BMC-BS-0012.Image_1.193534.jpg,,,1913-1916.,"Hastings, James, 1852-1922 ed.",Yes,Canaday Library,Stacks (Monographs),B,BS,1910s,English,nyu,,
BMC-BT-0005,BT101 .W16 1919,"God and personality : being the Gifford lectures delivered in the University of Aberdeen in the years 1918 & 1919, first course /",31796101748032,,B_Images/BMC-BT-0005.Image_barcode.195412.jpg,B_Images/BMC-BT-0005.Image_1.160403.jpg,B_Images/BMC-BT-0005.Image_2.195357.jpg,,1919,"Webb, Clement Charles Julian, 1865-1954.",Yes,Canaday Library,Stacks (Monographs),B,BT,1910s,English,nyu,,
BMC-BT-0008,BT121 .S86,"The spirit : the relation of God and man, considered from the standpoint of recent philosophy and science /",3.1796E+13,,B_Images/BMC-BT-0008.Image_barcode.172144.jpg,B_Images/BMC-BT-0008.Image_1.171514.jpg,B_Images/BMC-BT-0008.Image_2.172123.jpg,B_Images/BMC-BT-0008.Image_3.172134.jpg,1919,"Streeter, Burnett Hillman, 1874-1937 ed.",Yes,Canaday Library,Stacks (Monographs),B,BT,1910s,English,nyu,,
BMC-BT-0017,BT980 .B4,The Bible devil: a modern interpretation /,3.17961E+13,,,B_Images/BMC-BT-0017.Image_1.173804.jpg,B_Images/BMC-BT-0017.Image_2.173814.jpg,B_Images/BMC-BT-0017.Image_3.173826.jpg,1917,"Bender, Henry Richard, 1847-",Yes,Canaday Library,Stacks (Monographs),B,BT,1910s,English,nyu,,
BMC-DD-0047,DD222 .B5,"Prussian memories, 1864-1914.",31796101914584,,B_Images/BMC-DD-0047.Image_barcode.204817.jpg,B_Images/BMC-DD-0047.Image_1.204809.jpg,,,1915.,"Bigelow, Poultney, 1855-1954.",Yes,Canaday Library,Stacks (Monographs),D,DD,1910s,English,nyu,,
BMC-DK-0014,DK265 .R38 1919,Ten days that shook the world /,31796004688103,,B_Images/BMC-DK-0014.Image_barcode.231211.jpg,B_Images/BMC-DK-0014.Image_1.231205.jpg,,,1919.,"Reed, John, 1887-1920.",Yes,Canaday Library,Stacks (Monographs),D,DK,1910s,English,nyu,,
BMC-DP-0015,DP66 .M4 (vol. 1),The rise of the Spanish Empire in the Old World and in the New /,31796001969977,"Gift of M Carey Thomas, pencil check marks and underlining ",Unable to load image data. Image may be missing or upload size may be too large for this device. The image may still be in the camera roll on the device.,Unable to load image data. Image may be missing or upload size may be too large for this device. The image may still be in the camera roll on the device.,,,1918-1934.,"Merriman, Roger Bigelow, 1876-1945.",Yes,Canaday Library,Stacks (Monographs),D,DP,1910s,English,nyu,,
BMC-DP-0016,DP66 .M4 (vol. 3),The rise of the Spanish Empire in the Old World and in the New /,31796001970090,Pencil markings,Unable to load image data. Image may be missing or upload size may be too large for this device. The image may still be in the camera roll on the device.,Unable to load image data. Image may be missing or upload size may be too large for this device. The image may still be in the camera roll on the device.,,,1918-1934.,"Merriman, Roger Bigelow, 1876-1945.",Yes,Canaday Library,Stacks (Monographs),D,DP,1910s,English,nyu,,
BMC-DS-0080,DS508 .A3,"The surgeon's log, being impressions of the Far East,",31796101421770,,B_Images/BMC-DS-0080.Image_barcode.194205.jpg,B_Images/BMC-DS-0080.Image_1.194205.jpg,,,1911.,"Abraham, James Johnston, 1876-1963.",Yes,Canaday Library,Stacks (Monographs),D,DS,1910s,English,nyu,,
BMC-DS-0104,DS745 .H5 1911,The ancient history of China to the end of the Chóu dynasty /,31796102699374,,B_Images/BMC-DS-0104.Image_barcode.205837.jpg,B_Images/BMC-DS-0104.Image_1.205837.jpg,,,1911 [c1908],"Hirth, Friedrich, 1845-1927.",Yes,Canaday Library,Stacks (Monographs),D,DS,1910s,English,nyu,,
BMC-DS-0112,DS810 .M16,"Japan to America; a symposium of papers by political leaders and representative citizens of Japan on conditions in Japan and on the relations between Japan and the United States,",31796100772439,,B_Images/BMC-DS-0112.Image_barcode.205912.jpg,B_Images/BMC-DS-0112.Image_1.205912.jpg,,,1915.,"Masaoka, Naoichi comp.",Yes,Canaday Library,Stacks (Monographs),D,DS,1910s,English,nyu,,
BMC-PR-0026,PR643.P2 S6,"Corpus Christi pageants in England,",3.17961E+13,,B_Images/BMC-PR-0026.Image_barcode.164951.jpg,,,,1911,"Spencer, M. Lyle 1881- (Matthew Lyle),",Yes,Canaday Library,Stacks (Monographs),P,PR,1910s,English,nyu,,
BMC-DS-0038,DS122.8 .J7318 1913 (vol. 2),Historia de las guerras de los Judíos y de la destrucción del templo y ciudad de Jerusalén /,31796002045231,,B_Images/BMC-DS-0038.Image_barcode.210235.jpg,B_Images/BMC-DS-0038.Image_1.210241.jpg,,,1913.,"Josephus, Flavius.",Yes,Canaday Library,Stacks (Monographs),D,DS,1910s,Spanish,sp ,,
BMC-DJ-0005,DJ150 .N3 (vol. 2),Onze vorstinnen uit het Huis van Oranje-Nassau in het stadhouderlijk tijdperk /,31796000784229,,B_Images/BMC-DJ-0005.Image_barcode.233115.jpg,B_Images/BMC-DJ-0005.Image_1.233042.jpg,,,1911.,"Naber, Johanna Wilhelmina Antoinette, 1859-1941.",Yes,Canaday Library,Stacks (Monographs),D,DJ,1910s,Dutch,xx ,,
BMC-D-0085,D640 .W33 1916c,England's effort : letters to an American friend /,3.1796E+13,,B_Images/BMC-D-0085.Image_barcode.160752.jpg,B_Images/BMC-D-0085.Image_1.160801.jpg,,,1916,"Ward, Humphry, Mrs., 1851-1920.",Yes,Canaday Library,Stacks (Monographs),D,D,1910s,English,xx ,,
BMC-DG-0090,DG862 .A35,Sicily : guide book for travellers /,31796101882674,,B_Images/BMC-DG-0090.Image_barcode.155856.jpg,B_Images/BMC-DG-0090.Image_1.155844.jpg,,,1912.,"Agati, Stebastiano.",Yes,Carpenter Library,Stacks,D,DG,1910s,English,xx ,,
BMC-BR-0069,BR165 .F5 1916,The beginnings of Christianity : with a view of the state of the Roman world at the birth of Christ /,3.17961E+13,,,,,,1916,"Fisher, George Park, 1827-1909.",No,Canaday Library,Stacks (Monographs),B,BR,1910s,NA,NA,,
BMC-BR-0104,BR1022 .M5 1911 (vol. 2),"Historia de los _eterodoxos españoles,",3.1796E+13,,,,,,1911-28.,"Menéndez y Pelayo, Marcelino, 1856-1912.",No,Canaday Library,Stacks (Monographs),B,BR,1910s,NA,NA,,
BMC-DA-0058,DA25.M2 P4 (vol. 4),"Report on the manuscripts of Lord Polwarth, preserved at Mertoun house,",31796000909867,,,,,,1911-1961.,Great Britain. Royal Commission on Historical Manuscripts.,No,Canaday Library,Stacks (Monographs),D,DA,1910s,NA,NA,,
BMC-DA-0112,DA435 .M14 1913 (vol. 1),"The history of England, from the accession of James the Second,",31796002070288,,,,,,1913-15.,"Macaulay, Thomas Babington Macaulay, Baron, 1800-1859.",No,Canaday Library,Stacks (Monographs),D,DA,1910s,NA,NA,,
BMC-BS-0007,BS491 .I6 v.1,A critical and exegetical commentary on Genesis /,3.17961E+13,,,,,,1910,"Skinner, John, 1851-1925.",No,Canaday Library,Stacks (Monographs),B,BS,1910s,NA,NA,,
BMC-DF-0008,DF99 .R5,"The Greek house; its history and development from the Neolithic period to the Hellenistic age,",31796100955018,Additions to index,B_Images/BMC-DF-0008.Image_barcode.175804.jpg,,,,1916.,"Rider, Bertha Carr.",No,Carpenter Library,"Stacks (checks out only to faculty, staff, and Carpenter carrels)",D,DF,1910s,NA,NA,,
BMC-E-0052,E184.J3 G9,The American Japanese problem; a study of the racial relations of the East and the West /,3.17961E+13,,,,,,1914,"Gulick, Sidney Lewis, 1860-1945.",No,Canaday Library,Stacks (Monographs),E,E,1910s,NA,NA,,
BMC-DC-0045,DC112.M9 I4,"De werkzaamheid van du Plessis Mornay in dienst van Hendrik van Navarre, in de jaren 1576 tot 1582.",31796102139058,,,,,,1917.,"Itjeshorst, Johannes.",No,Canaday Library,Stacks (Monographs),D,DC,1910s,Dutch,NA,,
BMC-DA-0100,DA306 .H788 (vol. 1),"The Hothams; being the chronicles of the Hothams of Scorborough and South Dalton from their hitherto unpublished family papers,",31796000791109,,,,,,1918.,"Stirling, Anna Maria Diana Wilhelmina Pickering.",No,Canaday Library,Stacks (Monographs),D,DA,1910s,English,NA,,
BMC-DK-0011,DK254.T7 A5,"The mad monk of Russia, Iliodor; life, memoirs, and confessions of Sergei Michailovich Trufanoff (Iliodor),",31796101775001,,,,,,1918.,"Trufanov, Serge_ Mikha_lovich, 1880-",No,Canaday Library,Stacks (Monographs),D,DK,1910s,English,NA,,
BMC-DS-0078,DS489.5 .P5,"Ceylon and the Hollanders, 1658-1796,",31796102117419,,,,,,1918.,"Pieris, Paulas Edward, 1874-",No,Canaday Library,Stacks (Monographs),D,DS,1910s,English,NA,,
BMC-DS-0099,DS710 .H8 (vol. 1),"On the trail of the opium poppy; a narrative of travel in the chief opium-producing provinces of China,",31796000118204,,,,,,1914.,"Hosie, Alexander, Sir, 1853-1925.",No,Canaday Library,Stacks (Monographs),D,DS,1910s,English,NA,,
BMC-DU-0006,DU700 .O4,White shadows in the South seas.,31796102012743,,,,,,1919.,"O'Brien, Frederick.",No,Canaday Library,Stacks (Monographs),D,DU,1910s,English,NA,,
BMC-E-0050,E183.7 .P13,"Dramatic moments in American diplomacy,",3.17961E+13,,,,,,1918,"Page, Ralph W. 1881- (Ralph Walter),",No,Canaday Library,Stacks (Monographs),E,E,1910s,English,NA,,
BMC-BR-0017,BR60 .C6 v.65,S. Hilarii episcopi Pictaviensis Opera,3.17961E+13,,,,,,1916-,"Hilary, Saint, Bishop of Poitiers, -367?",No,Carpenter Library,Stacks,B,BR,1910s,Latin,au ,,
BMC-D-0088,D910 .N3,"The geography of Europe; a presentation of some aspects of European geography for the use of members of the Students' army training corps,",3.1796E+13,,,,,,1918,National Research Council (U.S.). Division of Geology and Geography.,No,Canaday Library,Stacks (Monographs),D,D,1910s,English,ctu,,
BMC-E-0029,E173 .C55 1918 v.1,"The red man's continent; a chronicle of aboriginal America,",3.1796E+13,,,,,,1919,"Huntington, Ellsworth, 1876-1947.",No,Canaday Library,Stacks (Monographs),E,E,1910s,English,ctu,,
BMC-E-0033,E173 .C55 v.38,The railroad builders : a chronicle of the welding of the states /,3.17961E+13,,,,,,1919,"Moody, John, 1868-1958.",No,Canaday Library,Stacks (Monographs),E,E,1910s,English,ctu,,
BMC-PR-0018,PR509.L8 R3,English lyrical poetry from its origins to the present time /,31796102971237,,,,,,1912,"Reed, Edward Bliss, 1872-1940.",No,Canaday Library,Stacks (Monographs),P,PR,1910s,English,ctu,,
BMC-E-0005,E51 .U6 v. 65,"Archeological explorations in northeastern Arizona,",3.17961E+13,,,,,,1919,"Kidder, Alfred Vincent, 1885-1963.",No,Canaday Library,"Stacks (Monographs, Non-Circ)",E,E,1910s,English,dcu,,
BMC-E-0008,E51 .U6 v.52,Early man in South America /,3.17961E+13,,,,,,1912,"Hrdli_ka, Ale_, 1869-1943.",No,Canaday Library,"Stacks (Monographs, Non-Circ)",E,E,1910s,English,dcu,,
BMC-E-0009,E51 .U6 v.57,An introduction to the study of the Maya hieroglyphs /,3.17961E+13,,,,,,1915,"Morley, Sylvanus Griswold, 1883-1948.",No,Canaday Library,"Stacks (Monographs, Non-Circ)",E,E,1910s,English,dcu,,
BMC-BR-0007,BR45.T62 T5,"Tertullian's treatises : Concerning prayer, Concerning baptism /",3.1796E+13,,,,,,1919,"Tertullian, approximately 160-approximately 230.",No,Canaday Library,Stacks (Monographs),B,BR,1910s,English,enk,,
BMC-BR-0040,BR65.A79 S5,The letters of St. Augustine /,3.1796E+13,,,,,,1919,"Sparrow-Simpson, W. J. 1859-1952. (William John),",No,Carpenter Library,Stacks,B,BR,1910s,English,enk,,
BMC-BR-0112,BR1720.A9 S5,"S. Augustine, the preacher /",3.1796E+13,,,,,,1912,"Sparrow-Simpson, W. J. 1859-1952. (William John),",No,Canaday Library,Stacks (Monographs),B,BR,1910s,English,enk,,
BMC-BS-0003,BS44 .A7 1917,The Letter of Aristeas ; translated with an appendix of ancient evidence on the origin of the Septuagint /,3.1796E+13,,,,,,1917,,No,Canaday Library,Stacks (Monographs),B,BS,1910s,English,enk,,
BMC-BS-0015,BS625 .F7 1918 (vol. 2),"Folk-lore in the Old Testament : studies in comparative religion, legend and law /",3.1796E+13,,,,,,1918,"Frazer, James George, 1854-1941.",No,Canaday Library,Stacks (Monographs),B,BS,1910s,English,enk,,
BMC-BS-0032,BS1433 .K66,Meditations on the Psalms /,3.1796E+13,,,,,,1919,"Knox, Ronald Arbuthnott, 1888-1957.",No,Canaday Library,Stacks (Monographs),B,BS,1910s,English,enk,,
BMC-BS-0034,BS1635 .S7,"The book of Habakkuk : introduction, translation, and notes on the Hebrew text /",3.1796E+13,,,B_Images/BMC-BS-0034.Image_1.155039.jpg,,,1911,"Stonehouse, George G. V. 1879 or 80-1918. (George Gordon Vigor),",No,Canaday Library,Stacks (Monographs),B,BS,1910s,English,enk,,
BMC-BS-0048,BS2505 .G3 1911,The religious experience of Saint Paul /,3.1796E+13,,,,,,1911,"Gardner, Percy, 1846-1937.",No,Canaday Library,Stacks (Monographs),B,BS,1910s,English,enk,,
BMC-BS-0057,BS2650.2 .L3 1914,The earlier epistles of St. Paul : their motive and origin /,3.17961E+13,,,B_Images/BMC-BS-0057.Image_1.152858.jpg,B_Images/BMC-BS-0057.Image_2.152909.jpg,,1914,"Lake, Kirsopp, 1872-1946.",No,Canaday Library,Stacks (Monographs),B,BS,1910s,English,enk,,
BMC-BS-0058,BS2651 .S3,Paul and his interpreters: a critical history /,3.1796E+13,,,,,,1912,"Schweitzer, Albert, 1875-1965.",No,Canaday Library,Stacks (Monographs),B,BS,1910s,English,enk,,
BMC-BT-0011,BT220 .G5,"The Incarnation : a study of Philippians II, 5-11 and a university sermon on Psalm CX /",3.1796E+13,,,,,,1911,"Gifford, Edwin Hamilton, 1820-1905.",No,Canaday Library,Stacks (Monographs),B,BT,1910s,English,enk,,
BMC-BT-0012,BT315 .B6 1916,"The virgin birth of Jesus; a critical examination of the gospel-narratives of the Nativity, and other New Testament and early Christian evidence, and the alleged influence of heathen ideas /",3.17961E+13,,,B_Images/BMC-BT-0012.Image_1.172431.jpg,,,1916,"Box, George Herbert, 1869-1933.",No,Canaday Library,Stacks (Monographs),B,BT,1910s,English,enk,,
BMC-BV-0010,BV175 .D5 1910,"Ritual: its use and misue, considered especially in view of the church's debt to the lost world; and three papers on some curiosities of patristic and medieval literature.",3.1796E+13,,,,,,1910,"Dimock, Nathaniel, 1825-1909.",No,Canaday Library,Stacks (Monographs),B,BV,1910s,English,enk,,
BMC-BV-0018,BV630 .F5,"Churches in the modern state,",3.1796E+13,,,,,,1913,"Figgis, John Neville, 1866-1919.",No,Canaday Library,Stacks (Monographs),B,BV,1910s,English,enk,,
BMC-BV-0020,BV630 .T4,"Church and nation. The Bishop Paddock lectures for 1914-15, delivered at the General Theological Seminary, New York,",3.1796E+13,,,,,,1915,"Temple, William, 1881-1944.",No,Canaday Library,Stacks (Monographs),B,BV,1910s,English,enk,,
BMC-BV-0022,BV660 .C64 1918,"The evolution of the Christian ministry,",3.1796E+13,,,,,,1918,"Cohu, J. R. b. 1858. (John Rougier),",No,Canaday Library,Stacks (Monographs),B,BV,1910s,English,enk,,
BMC-D-0061,D244.8.M4 A5,Memoirs of Sir Andrew Melvill /,3.17961E+13,,,,,,1918,"Melville, Andrew, 1624-1706.",No,Canaday Library,Stacks (Monographs),D,D,1910s,English,enk,,
BMC-D-0074,D395 .R7 1912,"The development of the European nations, 1870-1900 /",3.17961E+13,,,,,,1912,"Rose, J. Holland 1855-1942. (John Holland),",No,Canaday Library,Stacks (Monographs),D,D,1910s,English,enk,,
BMC-D-0080,D568.5 .N5,"In Mesopotamia,",3.17961E+13,,,,,,1917,"Nicoll, Maurice, 1884-1953.",No,Canaday Library,Stacks (Monographs),D,D,1910s,English,enk,,
BMC-DA-0045,DA25.M2 D4,"Report on the manuscripts of the Earl of Denbigh, preserved at Newnham Paddox, Warwickshire. (Part V.)",31796100564042,,,,,,1911.,Great Britain. Royal Commission on Historical Manuscripts.,No,Canaday Library,Stacks (Monographs),D,DA,1910s,English,enk,,
BMC-DA-0090,DA145 .H3 1912,"The Romanization of Roman Britain,",31796100603006,,,,,,1912.,"Haverfield, F. 1860-1919. (Francis),",No,Canaday Library,Stacks (Monographs),D,DA,1910s,English,enk,,
BMC-DA-0091,DA150 .H3,Select English historical documents of the ninth and tenth centuries /,31796102651383,,,,,,1914.,"Harmer, Florence Elizabeth ed.",No,Canaday Library,Stacks (Monographs),D,DA,1910s,English,enk,,
BMC-DA-0093,DA155 .L4,"The archaeology of the Anglo-Saxon settlements,",31796102785827,,,,,,1913.,"Leeds, E. Thurlow 1877-1955. (Edward Thurlow),",No,Canaday Library,Stacks (Monographs),D,DA,1910s,English,enk,,
BMC-DA-0103,DA339 .D7 (vol. 1),"The pilgrimage of grace, 1536-1537, and the Exeter conspiracy, 1538 /",31796001946371,,,,,,1915.,"Dodds, Madeleine Hope.",No,Canaday Library,Stacks (Monographs),D,DA,1910s,English,enk,,
BMC-DA-0122,DA483.W2 A3 1910 (vol. 1),"The last journals of Horace Walpole during the reign of George III, from 1771-1783 /",31796002079701,,,,,,1910.,"Walpole, Horace, 1717-1797.",No,Canaday Library,Stacks (Monographs),D,DA,1910s,English,enk,,
BMC-DC-0034,DC90 .L82 1912,"Social France at the time of Philip Augustus,",31796002108179,,,,,,1912.,"Luchaire, Achille, 1846-1908.",No,Canaday Library,Stacks (Monographs),D,DC,1910s,English,enk,,
BMC-DD-0050,DD408 .S3,The Silesian loan and Frederick the Great /,31796101741557,,,,,,1915.,"Satow, Ernest Mason, 1843-1929.",No,Canaday Library,Stacks (Monographs),D,DD,1910s,English,enk,,
BMC-DG-0037,DG271 .M2 1911b,The Empresses of Rome.,31796100757737,,,,,,1911.,"McCabe, Joseph, 1867-1955.",No,Carpenter Library,Stacks,D,DG,1910s,English,enk,,
BMC-DS-0057,DS465 .A27 1649,"A calendar of the court minutes etc. of the East India company, 1644-1649,",31796100481700,,,,,,1912.,East India Company.,No,Canaday Library,Stacks (Monographs),D,DS,1910s,English,enk,,
BMC-DS-0060,DS465 .M2 (vol. 2),"The diaries of Streynsham Master, 1675-1680, and other contemporary papers relating thereto,",31796000106233,,,,,,1911.,"Master, Streynsham, Sir, 1640-1724.",No,Canaday Library,Stacks (Monographs),D,DS,1910s,English,enk,,
BMC-DT-0020,DT93.A2 J6,"The chronicle of John, bishop of Nikiu /",31796100631940,,,,,,1916.,"Joannes, bp. of Nikiou, 7th cent.",No,Canaday Library,Stacks (Monographs),D,DT,1910s,English,enk,,
BMC-DT-0036,DT434.U2 R8,The northern Bantu: an account of some central African tribes of the Uganda Protectorate /,31796102999931,,,,,,1915.,"Roscoe, John, 1861-1932.",No,Canaday Library,Stacks (Monographs),D,DT,1910s,English,enk,,
BMC-DT-0038,DT515 .D3,"Nigerian studies; or, The religious and political system of the Yoruba,",31796000120473,,,,,,1910.,"Dennett, Richard Edward, 1857-1921.",No,Canaday Library,Stacks (Monographs),D,DT,1910s,English,enk,,
BMC-DU-0002,DU110 .M5,The colonization of Australia (1829-42) : the Wakefield experiment in empire building /,31796102866387,,,,,,1915.,"Mills, Richard Charles, 1886-1952.",No,Canaday Library,Stacks (Monographs),D,DU,1910s,English,enk,,
BMC-PR-0023,PR621 .M41 1911 pt.5,King Edward the First /,3.1796E+13,,,,,,1911,"Peele, George, 1556-1596.",No,Canaday Library,Stacks (Monographs),P,PR,1910s,English,enk,,
BMC-PR-0024,"PR621 .M41 1911, pt.3",The tragedy of Caesar's revenge,3.1796E+13,,,,,,1911,,No,Canaday Library,Stacks (Monographs),P,PR,1910s,English,enk,,
BMC-PR-0027,PR691 .P3,"The comedy of manners,",3.1796E+13,,,,,,1913,"Palmer, John, 1885-1944.",No,Canaday Library,Stacks (Monographs),P,PR,1910s,English,enk,,
BMC-PR-0050,PR1191 .O8,"The Oxford book of English mystical verse,",3.1796E+13,,,,,,1917,,No,Canaday Library,Stacks (Monographs),P,PR,1910s,English,enk,,
BMC-PR-0076,PR1901 .A3 Ser.1 v.36,"Specimen extracts from the nine known unprinted mss. of Chaucer's ""Troilus"" and from Caxton's and Thynne's first editions.",3.1796E+13,,,,,,1914 (for 1896),"Chaucer, Geoffrey, -1400.",No,Canaday Library,Stacks (Monographs),P,PR,1910s,English,enk,,
BMC-PR-0097,PR2340.A5 C3,The Countesse of Pembrokes Arcadia /,3.17961E+13,,,,,,1912,"Sidney, Philip, 1554-1586.",No,Canaday Library,Stacks (Monographs),P,PR,1910s,English,enk,,
BMC-PR-0112,PR2613 .A17,Ben Jonson's Every man in his humor /,3.17961E+13,,,,,,1919,"Jonson, Ben, 1573?-1637.",No,Canaday Library,Stacks (Monographs),P,PR,1910s,English,enk,,
BMC-PR-0153,PR2888 .S52 v.2,The problem of 'The merry wives of Windsor',3.17961E+13,,,,,,1918],"Robertson, J. M. 1856-1933. (John Mackinnon),",No,Canaday Library,Stacks (Monographs),P,PR,1910s,English,enk,,
BMC-PR-0203,PR3511 .P3 1911,Chrysomela; a selection from the lyrical poems of Robert Herrick /,3.1796E+13,,,,,,1911 [c1877],"Herrick, Robert, 1591-1674.",No,Canaday Library,Stacks (Monographs),P,PR,1910s,English,enk,,
BMC-BR-0060,BR95 .C2 (vol. 9 pt. 2),Dictionnaire d'archéologie chrétienne et de liturgie /,3.1796E+13,,,,,,"1913-1953 [v. 1, 1924]","Cabrol, Fernand, 1855-1937.",No,Canaday Library,Stacks (Monographs),B,BR,1910s,French,fr ,,
BMC-BR-0061,BR95 .C2 (vol. 9 pt. 1),Dictionnaire d'archéologie chrétienne et de liturgie /,3.1796E+13,,,,,,"1913-1953 [v. 1, 1924]","Cabrol, Fernand, 1855-1937.",No,Canaday Library,Stacks (Monographs),B,BR,1910s,French,fr ,,
BMC-BS-0062,BS2850.F7 P3 (vol. 1),Evangiles apocryphes.,3.1796E+13,,,B_Images/BMC-BS-0062.Image_1.154358.jpg,,,1911,,No,Canaday Library,Stacks (Monographs),B,BS,1910s,French,fr ,,
BMC-D-0015,D5 .B4 v.107,"(Le) culte de Cyèle, mère des dieux à Rome et dans l'Empire romain /",3.17961E+13,,,,,,1912,"Graillot, Henri.",No,Canaday Library,Stacks (Monographs),D,D,1910s,French,fr ,,
BMC-D-0066,D371 .D7 1914,"La question d'Orient depuis ses origines jusqu'à nos jours,",3.17961E+13,,,,,,1912,"Driault, Edouard, 1864-1947.",No,Canaday Library,Stacks (Monographs),D,D,1910s,French,fr ,,
BMC-DC-0049,DC122.3 .D8,"Traité de la constance èt consolation ès calamitez publiques,",31796100465877,,,,,,1915.,"Du Vair, Guillaume, 1556-1621.",No,Canaday Library,Stacks (Monographs),D,DC,1910s,French,fr ,,
BMC-DS-0062,DS473.3 .L3,État politique de l'Inde en 1777 /,31796100703293,,,,,,1913.,"Law, Jean, b. 1719.",No,Canaday Library,Stacks (Monographs),D,DS,1910s,French,fr ,,
BMC-DS-0077,DS486.M27 M37 1917,Les origines de Mahé de Malabar /,31796006711044,,,,,,1917.,"Martineau, Alfred, 1859-1945.",No,Canaday Library,Stacks (Monographs),D,DS,1910s,French,fr ,,
BMC-DS-0085,DS548 .D92,Le Tonkin de 1872 à 1886 : histoire et politique.,31796100372123,,,,,,1910.,"Dúpuis, Jean, 1829-1912.",No,Canaday Library,Stacks (Monographs),D,DS,1910s,French,fr ,,
BMC-DT-0042,DT527 .B3,Épopées africaines : ouvrage inédit. /,31796100328232,,,,,,1912.,"Baratier, Albert Ernest Augustin, 1864-1917.",No,Canaday Library,Stacks (Monographs),D,DT,1910s,French,fr ,,
BMC-D-0014,D4.B3 S7 1913,Spain and Portugal : handbook for travellers /,3.17961E+13,,,,,,1913,Karl Baedeker (Firm),No,Carpenter Library,Stacks,D,D,1910s,English,ge ,,
