Index,Call Number,Title,Barcode,Notes,Image_barcode,Image_1,Image_2,Image_3,Year,Author,Interventions,Intervention-mod,Location-Building,Location-Shelf,Class,Subclass,Subclass1,Bookplate,Local interest,pub year,Decade,location code,lang code,Language,pub city,publisher,subjects,title2
BMC-E-0109,E611 .G36 1868,"The capture, the prison pen, and the escape : giving a complete history of prison life in the South, principally at Richmond, Danville, Macon, Savannah, Charleston, Columbia, Belle Isle, Millian, Salisbury, and Andersonville  ... embracing, also, the adventure of the author's escape from Columbia, South Carolina, his recapture, subsequent escape, recapture, trail as a spy, and final escape from Sylvania, Georgia ",3.17961E+13,,,,,,1868,"Glazier, Willard W., 1841-1905.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1868,1860,ctu,eng,English,"Hartford, Conn. ","Goodwin,",,"The capture, the prison pen, and the escape :giving a complete history of prison life in the South, principally at Richmond, Danville, Macon, Savannah, Charleston, Columbia, Belle Isle, Millian, Salisbury, and Andersonville  ... embracing, also, the adventure of the author's escape from Columbia, South Carolina, his recapture, subsequent escape, recapture, trail as a spy, and final escape from Sylvania, Georgia /"
BMC-E-0110,E660 .R79 1897,"American ideals: and other essays, social and political ",3.1796E+13,,,,,,1904 [c1897],"Roosevelt, Theodore, 1858-1919.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1904,1900,nyu,eng,English,New York and London ,"G. P. Putnam's sons,",Political science.| Sociology.,"American ideals:and other essays, social and political /"
BMC-E-0111,E661 .B78 (vol. 2),"The life and times of Samuel Bowles,",3.1796E+13,,,,,,1885,"Merriam, George Spring, 1843-1914.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1885,1880,nyu,eng,English,New York ,"The Century co.,",,"The life and times of Samuel Bowles,"
BMC-E-0112,E661 .B95 (vol. 2),Speeches of William Jennings Bryan: rev. and arranged by himself ,3.1796E+13,,,,,,1911,"Bryan, William Jennings, 1860-1925.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1911,1910,nyu,eng,English,New York and London ,"Funk & Wagnalls company,",,Speeches of William Jennings Bryan:rev. and arranged by himself /
BMC-E-0113,E672 .W5 1911,Ulysses S. Grant.,3.17961E+13,,,,,,1911,"Wister, Owen, 1860-1938.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1911,1910,mau,eng,English,"Boston,","Small, Maynard,",,Ulysses S. Grant.
BMC-E-0114,E682 .H85,Sketch of the life and character of Rutherford B. Hayes ,3.17961E+13,,,,,,1876,"Howells, William Dean, 1837-1920.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1876,1870,nyu,eng,English,New York ,Hurd and Houghton;,,Sketch of the life and character of Rutherford B. Hayes /
BMC-E-0115,E711.6 .O43 (vol. 1),The life of William McKinley ,3.1796E+13,,,,,,1916,"Olcott, Charles S. 1864-1935. (Charles Sumner),",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1916,1910,mau,eng,English,Boston and New York ,"Houghton Mifflin company,",,The life of William McKinley /
BMC-E-0116,E726.N5 N51 1900 (vol. 2),New York in the Spanish-American war 1898 : Part of the report of the Adjutant-General of the state .,3.1796E+13,,,,,,1900,New York (State). Adjutant General's Office.,None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1900,1900,nyu,eng,English,Albany ,"J. B. Lyon company, state printers,","Spanish-American War, 1898; Regimental histories; New York (State)",New York in the Spanish-American war 1898 :Part of the report of the Adjutant-General of the state .
BMC-E-0117,E767 .T9,"Woodrow Wilson as I know him,",3.17961E+13,,,,,,1921,"Tumulty, Joseph P. 1879-1954. (Joseph Patrick),",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1921,1920,nyu,eng,English,"Garden City, N. Y.,","Doubleday, Page & company,",,"Woodrow Wilson as I know him,"
BMC-E-0118,E801 .P36,"The Jacksonian epoch,",3.17961E+13,,,,,,1899,"Peck, Charles Henry.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1899,1890,nyu,eng,English,New York and London ,"Harper and brothers,",,"The Jacksonian epoch,"
BMC-PR-0001,PR13 .T4 (vol. 18 1938),Studies in English ,3.1796E+13,,,,,,1911-1948.,,Wrong date,,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,,,,,,,,,,,
BMC-PR-0002,PR14 .F4,Festschrift Rudolf Stamm. Zu seinem 60. Geburtstag am 12. April 1969. ,3.17961E+13,,,,,,-1969,,Wrong date,,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,,,,,,,,,,,
BMC-PR-0003,PR57 .R6,Essays towards a critical method  ,3.17961E+13,,,,,,1889,"Robertson, J. M. 1856-1933. (John Mackinnon),",None,None,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,,,1889,1880,enk,eng,English,London ,"T. F. Unwin,",Criticism.| English literature; History and criticism.,Essays towards a critical method  /
BMC-PR-0004,PR83 .C22 (vol. 15),"The Cambridge history of English literature,",3.1796E+13,,,,,,1907-33.,,Wrong date,,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,,,1907,1900,nyu,eng,English,New York and London ,"G.P. Putnam's sons,",English literature; Bibliography.| English literature; History and criticism.,"The Cambridge history of English literature,"
BMC-PR-0005,PR83 .M7 (vol. 2),"English writers; an attempt towards a history of English literature,",3.1796E+13,,,,,,1887-95.,"Morley, Henry, 1822-1894.",None,None,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,,,1887,1880,enk,eng,English,London ,"Cassell & company, limited,",English literature; History and criticism.,"English writers;an attempt towards a history of English literature,"
BMC-PR-0006,PR99 .P3 1904,"Studies of a booklover,",3.1796E+13,,,,,,1904,"Parrott, Thomas Marc, 1866-1960.",None,None,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,,,1904,1900,nyu,eng,English,New York ,"J. Pott & company,",English literature; History and criticism.,"Studies of a booklover,"
BMC-PR-0007,PR105 .C6,Representative biographies of English men of letters;,3.1796E+13,,,,,,1910,"Copeland, Charles Townsend, 1860-1952 ed.",None,None,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,,FALSE,1910,1910,nyu,eng,English,New York ,Macmillan Co.,"Authors, English.",Representative biographies of English men of letters;
BMC-PR-0008,PR110.L6 H8 1888,Literary essays ,3.17961E+13,,B_Images/BMC-PR-0008.Image_barcode.163853.jpg,,,,"1888, t.p. 1903.","Hutton, Richard Holt, 1826-1897.",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,Richard Holt Hutton,,1888,1880,nyu,eng,English,London ,"Macmillan,",English literature; History and criticism.| Literary landmarks.,Literary essays /
BMC-PR-0009,PR149.C5 S4,"Chivalry in English literature: Chaucer, Malory, Spenser and Shakespeare,",3.17961E+13,,,,,,1912,"Schofield, William Henry, 1870-1920.",None,None,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,,,1912,1910,mau,eng,English,Cambridge,"Harvard University,",Chivalry.,"Chivalry in English literature:Chaucer, Malory, Spenser and Shakespeare,"
BMC-PR-0010,PR165 .D43 1874 (vol. 1),Amenities of literature : consisting of sketches and characters of English literature ,3.1796E+13,,,,,,1874,"Disraeli, Isaac, 1766-1848.",None,None,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,,,1874,1870,nyu,eng,English,New York ,"W. J. Widdleton,","Authors, English.| English literature; History and criticism.",Amenities of literature :consisting of sketches and characters of English literature /
BMC-PR-0011,PR201 .I44,Wanderer and Seefahrer im rahmen der altenglischen Odoaker-dichtung.,3.17961E+13,,,,,,1908,"Imelmann, Rudolf Hans Robert.",None,None,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,,,1908,1900,gw ,ger,German,Berlin ,,"English poetry; Old English, ca. 450-1100; History and criticism.",Wanderer and Seefahrer im rahmen der altenglischen Odoaker-dichtung.
BMC-PR-0012,PR255 .W8 1846 (vol. 1),"Essays on subjects connected with the literature, popular superstitions, and history of England in the Middle Ages ",3.17961E+13,,,,,,1846,"Wright, Thomas, 1810-1877.",None,None,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,,,1846,1840,enk,eng,English,London ,"J.R. Smith,","English literature; Old English, ca. 450-1100; History and criticism.| Folklore; England.| Literature, Medieval.| Mythology.","Essays on subjects connected with the literature, popular superstitions, and history of England in the Middle Ages /"
BMC-PR-0013,PR275.M8 S3,Musik und musikausdrücke in der mittelenglischen litteratur .,3.17961E+13,,,,,,1911,"Schad, Gustav.",None,None,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,,,1911,1910,gw ,ger,German,Frankfurt a. M.,"Richter,","Music; England.| Musical instruments.| English literature; Middle English, 1100-1500.",Musik und musikausdrücke in der mittelenglischen litteratur .
BMC-PR-0014,PR299.T7 R5,English tragicomedy : its origin and history,3.17961E+13,,,,,,1910,"Ristine, Frank Humphrey, 1884-",None,None,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,,,1910,1910,nyu,eng,English,New York ,"The Columbia university press,",English drama; History and criticism.,English tragicomedy :its origin and history 
BMC-PR-0015,PR429.F3 H3,"Fairy tales, legends, and romances : illustrating Shakespeare and other early English writers, to which are prefixed two preliminary dissertations: 1. On pigmies. 2. On fairies.",3.17961E+13,,,,,,1875,"Ritson, Joseph, 1752-1803.",Not on shelf,,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,,,1875,1870,enk,eng,English,London ,"F. & W. Kerslake,",Fairy tales.| Dwarfs.| Literature and folklore.,"Fairy tales, legends, and romances :illustrating Shakespeare and other early English writers, to which are prefixed two preliminary dissertations: 1. On pigmies. 2. On fairies."
BMC-PR-0016,PR451 .S3 1898,A history of nineteenth century literature (1780-1895),3.17961E+13,,,,,,1898 [c1896],"Saintsbury, George, 1845-1933.",None,None,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,,,1898,1890,nyu,eng,English,New York ,"Macmillan,",English literature; 19th century; History and criticism.,A history of nineteenth century literature (1780-1895)
BMC-PR-0017,PR463 .J2 1908,"Views and reviews,",3.17961E+13,,,,,,1908,"James, Henry, 1843-1916.",None,None,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,,,1908,1900,mau,eng,English,"Boston,","The Ball publishing company,",English literature; 19th century; History and criticism.,"Views and reviews,"
BMC-PR-0018,PR509.L8 R3,English lyrical poetry from its origins to the present time ,3.17961E+13,,,,,,1912,"Reed, Edward Bliss, 1872-1940.",None,None,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,,,1912,1910,ctu,eng,English,New Haven ,"Yale university press; [etc., etc.]",English poetry; History and criticism.,English lyrical poetry from its origins to the present time /
BMC-PR-0019,PR553 .J7 1854 (vol. 2),Lives of the most eminent English poets with critical observations on their works ,3.1796E+13,,,,,,1854,"Johnson, Samuel, 1709-1784.",None,None,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,,,1854,1850,enk,eng,English,London ,"J. Murray,","Poets, English.| English poetry; 17th century; History and criticism.| English poetry; 18th century; History and criticism.",Lives of the most eminent English poets with critical observations on their works /
BMC-PR-0020,PR593 .B7,"A study of Clough, Arnold, Rossetti and Morris: with an introd. on the course of poetry from 1822 to 1852 ",3.17961E+13,,,,,,1908,"Brooke, Stopford A. 1832-1916. (Stopford Augustus),",None,None,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,,,1908,1900,enk,eng,English,London ,"Sir I. Pitman and sons, ltd.,",,"A study of Clough, Arnold, Rossetti and Morris:with an introd. on the course of poetry from 1822 to 1852 /"
BMC-PR-0021,PR621 .M4 (vol. 9),Collections.,3.1796E+13,,,,,,1907-,,Wrong date,,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,,,,,,,,,,,
BMC-PR-0022,PR621 .M4 (vol. 11),Collections.,3.1796E+13,,,,,,1907-,,Wrong date,,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,,,,,,,,,,,
BMC-PR-0023,PR621 .M41 1911 pt.5,King Edward the First ,3.1796E+13,,,,,,1911,"Peele, George, 1556-1596.",None,None,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,,,1911,1910,enk,eng,English,London ,"Printed for the Malone society by H. Hart, at the Oxford university press],",,King Edward the First /
BMC-PR-0024,"PR621 .M41 1911, pt.3",The tragedy of Caesar's revenge,3.1796E+13,,,,,,1911,,None,None,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,,,1911,1910,enk,eng,English,London ,"Printed for the Malone society by H. Hart,at the Oxford university Press]",,The tragedy of Caesar's revenge 
BMC-PR-0025,PR625 .W3 1875 (vol. 1),History of English dramatic literature to the death of Queen Anne.,3.1796E+13,,,,,,1875,"Ward, Adolphus William, Sir, 1837-1924.",None,BMC marks or bookplate,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,"Adolphus William Ward, M.A.",,1875,1870,enk,eng,English,London ,,English drama; History and criticism.,History of English dramatic literature to the death of Queen Anne.
BMC-PR-0026,PR643.P2 S6,"Corpus Christi pageants in England,",3.17961E+13,,B_Images/BMC-PR-0026.Image_barcode.164951.jpg,,,,1911,"Spencer, M. Lyle 1881- (Matthew Lyle),",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,"M. Lyle Spencer, PH. D.",,1911,1910,nyu,eng,English,New York ,"The Baker & Taylor company,",Pageants; England.,"Corpus Christi pageants in England,"
BMC-PR-0027,PR691 .P3,"The comedy of manners,",3.1796E+13,,,,,,1913,"Palmer, John, 1885-1944.",None,BMC marks or bookplate,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,John Palmer,,1913,1910,enk,eng,English,London ,"G. Bell & sons, ltd.,","English drama (Comedy); History and criticism.| English drama; Restoration, 1660-1700; History and criticism.","The comedy of manners,"
BMC-PR-0028,PR783 .B7,Victorian prose masters; Thackeray--Carlyle--George Eliot--Matthew Arnold--Ruskin--George Meredith;,3.17961E+13,,,,,,1901,"Brownell, W. C. 1851-1928. (William Crary),",None,BMC marks or bookplate,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,W. C. Brownell,,1901,1900,nyu,eng,English,New York ,"C. Scribner's Sons,","English literature; History and criticism.| Authors, English.",Victorian prose masters;Thackeray--Carlyle--George Eliot--Matthew Arnold--Ruskin--George Meredith;
BMC-PR-0029,PR1109 .H44 1869,"British classical authors: select specimens of the national literature of England, with biographical and critical sketches : poetry and prose ",3.17961E+13,,,,,,1869,"Herrig, Ludwig, 1816-1889.",None,BMC marks or bookplate,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,L. Herrig,,1869,1860,xx ,eng,English,Brunswick ,"Westermann,",English literature.| American literature.,"British classical authors:select specimens of the national literature of England, with biographical and critical sketches : poetry and prose /"
BMC-PR-0030,PR1119 .A2 v.32a,"Early English meals and manners: John Russell's Boke of nurture, Wynkyn de Worde's Boke of keruynge, The boke of curtasye, R. Weste's Booke of demeanor, Seager's Schoole of vertue, The babees book, Aristole's A B C, Urbanitatis, Stans puer ad mensam, The lytylle childrenes lytil boke, For to serve a lord, Old Symon, The birched school-boy, &c. &c., with some forewords on education in early England.",3.17961E+13,,,,,,1868. <Reprinted 1931>,"Furnivall, Frederick James, 1825-1910 ed.",None,BMC marks or bookplate,Canaday Library,Stacks (Monographs),P - Language and literature,PR,PR,"Frederick J. Furnivall, M.A,",,1868,1860,enk,eng,English,London ,"Pub. for the Early English text society by H. Milford, Oxford University press,","Education; England.| Etiquette, Medieval.| Table etiquette.| Home economics; England.","Early English meals and manners:John Russell's Boke of nurture, Wynkyn de Worde's Boke of keruynge, The boke of curtasye, R. Weste's Booke of demeanor, Seager's Schoole of vertue, The babees book, Aristole's A B C, Urbanitatis, Stans puer ad mensam, The lytylle childrenes lytil boke, For to serve a lord, Old Symon, The birched school-boy, &c. &c., with some forewords on education in early England."
