Index,Call Number,Title,Barcode,Notes,Image_barcode,Image_1,Image_2,Image_3,Year,Author,Interventions,Intervention-mod,Location-Building,Location-Shelf,Class,Subclass,Subclass1,Bookplate,Local interest,pub year,Decade,location code,lang code,Language,pub city,publisher,subjects,title2
BMC-DS-0010,DS70.5.N5 H55,In the temple of Bêl at Nippur; a lecture delivered before German court and university circles.,3.1796E+13,,,,,,1904,"Hilprecht, H. V. 1859-1925. (Hermann Vollrat),",,,Carpenter Library,"Stacks (checks out only to faculty, staff, and Carpenter carrels)",D - World history,DS,DS,,,1904,1900,pau,eng,English,Philadelphia ,,,In the temple of Bêl at Nippur;a lecture delivered before German court and university circles.
BMC-DS-0011,DS70 .L82 1857a,"Travels and researches in Chaldæa and Susiana : with an account of excavations at Warka, the ""Erech"" of Nimrod, and Shúsh, ""Shushan the palace"" of Esther, in 1849-52 ... ",3.17961E+13,,,,,,1857,"Loftus, William Kennett.",,,Carpenter Library,"Stacks (checks out only to faculty, staff, and Carpenter carrels)",D - World history,DS,DS,,,1857,1850,enk,eng,English,London ,"J. Nisbet and co.,",,"Travels and researches in Chaldæa and Susiana :with an account of excavations at Warka, the ""Erech"" of Nimrod, and Shúsh, ""Shushan the palace"" of Esther, in 1849-52 ... /"
BMC-DS-0012,DS71 .G65 1909,A history of the Babylonians and Assyrians ,3.17961E+13,,,,,,1909 [c1902],"Goodspeed, George Stephen, 1860-1905.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1909,1900,nyu,eng,English,New York ,"Scribner,",,A history of the Babylonians and Assyrians /
BMC-DS-0013,DS71 .J3,"The civilization of Babylonia and Assyria; its remains, language, history, religion, commerce, law, art, and literature,",3.1796E+13,,,,,,1915,"Jastrow, Morris, Jr., 1861-1921.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1915,1910,pau,eng,English,Philadelphia and London ,"J. B. Lippincott company,","Civilization, Assyro-Babylonian.","The civilization of Babylonia and Assyria;its remains, language, history, religion, commerce, law, art, and literature,"
BMC-DS-0014,DS71 .R142,"The story of Media, Babylon and Persia, including a study of the Zend-Avesta or religion of Zoroaster, from the fall of Nineveh to the Persian war (continued from ""The story of Assyria"")",3.17961E+13,,,,,,1888,"Ragozin, Zénaïde A. 1835-1924. (Zénaïde Alexeïevna),",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1888,1880,nyu,eng,English,New York ,"Putnam,",Zoroastrianism.,"The story of Media, Babylon and Persia,including a study of the Zend-Avesta or religion of Zoroaster, from the fall of Nineveh to the Persian war (continued from ""The story of Assyria"")"
BMC-DS-0015,DS81 .R23 1889,History of Phoenicia.,3.17961E+13,,,,,,1889,"Rawlinson, George, 1812-1902.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1889,1880,enk,eng,English,New York and London ,"Longmans, Green,",,History of Phoenicia.
BMC-DS-0016,DS89.M7 W5,"Motya, a Phoenician colony in Sicily ",3.17961E+13,,,,,,1921,"Whitaker, Joseph Isaac Spadafora, 1850-",None,None,Carpenter Library,Stacks,D - World history,DS,DS,,,1921,1920,enk,eng,English,London ,"G. Bell and sons, ltd.,",Phoenicians.,"Motya, a Phoenician colony in Sicily /"
BMC-DS-0017,DS94.5 .P7 f (vol. v.4 pt. 1),Publications of the Princeton University archaeological expeditions to Syria 1904-5 and 1909.,3.1796E+13,,,,,,1907-,Princeton University. Syrian Expedition.,,,Carpenter Library,"Folio (checks out only to faculty, staff, and Carpenter carrels)",D - World history,DS,DS,,,1907,1900,ne ,eng,English,Leyden ,"E.J. Brill,",,Publications of the Princeton University archaeological expeditions to Syria 1904-5 and 1909.
BMC-DS-0018,DS101 .P2,"Twenty-one years' work in the Holy Land (a record and a summary) June 22, 1865-June 22, 1886",3.1796E+13,,,,,,1886,"Besant, Walter, 1836-1901.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1886,1880,enk,eng,English,London ,"Bentley,",,"Twenty-one years' work in the Holy Land(a record and a summary) June 22, 1865-June 22, 1886 "
BMC-DS-0019,DS101.P3 W3,"Palestine exploration fund : fifty years' work in the Holy Land, a record & a summary, 1865-1915.",3.17961E+13,,,,,,1915,"Watson, Charles Moore, Sir.",,,Carpenter Library,"Stacks (checks out only to faculty, staff, and Carpenter carrels)",D - World history,DS,DS,,,1915,1910,enk,   ,,London ,,,"Palestine exploration fund :fifty years' work in the Holy Land, a record & a summary, 1865-1915."
BMC-DS-0020,DS102 .W5,"Survey of western Palestine : special papers on topography, archaeology, manners & customs, etc.",3.17961E+13,,,,,,1881,"Wilson, Charles William, Sir, 1836-1905.",,,Carpenter Library,"Folio (checks out only to faculty, staff, and Carpenter carrels)",D - World history,DS,DS,,,1881,1880,enk,eng,English,London ,,,"Survey of western Palestine :special papers on topography, archaeology, manners & customs, etc."
BMC-DS-0021,DS103 .B13 1906,Palestine and Syria with the chief routes through Mesopotamia and Babylonia; handbook for travellers.,3.17961E+13,,B_Images/BMC-DS-0021.Image_barcode.193654.jpg,B_Images/BMC-DS-0021.Image_1.193654.jpg,B_Images/BMC-DS-0021.Image_2.193654.jpg,,1906,Karl Baedeker (Firm),Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1906,1900,   ,eng,English,Leipzig ,K. Baedeker;,,Palestine and Syria with the chief routes through Mesopotamia and Babylonia;handbook for travellers.
BMC-DS-0022,DS104.3 .H3,"The last journals of Bishop Hannington, being narratives of a journey through Palestine in 1884 and a journey through Masai-land and U-Soga in 1885,",3.17961E+13,,,,,,1888,"Hannington, James, 1847-1885.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1888,1880,enk,eng,English,London ,"Seeley,",,"The last journals of Bishop Hannington,being narratives of a journey through Palestine in 1884 and a journey through Masai-land and U-Soga in 1885,"
BMC-DS-0023,DS107 .W7,"The Negeb : or, ""South country"" of Scripture ",3.1796E+13,,,,,,1863,"Wilton, Edward.",Not on shelf,,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1863,1860,enk,eng,English,London ,"Macmillan and co.,",,"The Negeb :or, ""South country"" of Scripture /"
BMC-DS-0024,DS109.3 .F35 f,The temples of the Jews and the other buildings in the Haram area at Jerusalem. ,3.1796E+13,,,,,,1878,"Fergusson, James, 1808-1886.",,,Carpenter Library,"Folio (checks out only to faculty, staff, and Carpenter carrels)",D - World history,DS,DS,,,1878,1870,enk,eng,English,London ,"J. Murray,",Temples; Jerusalem.,The temples of the Jews and the other buildings in the Haram area at Jerusalem. /
BMC-DS-0025,DS109 .P7 f,"Jerusalem, 1918-1920; being the records of the Pro-Jerusalem Council during the period of the British military administration,",3.17961E+13,,,,,,1921,Pro-Jerusalem Society. Council.,,,Carpenter Library,"Folio (checks out only to faculty, staff, and Carpenter carrels)",D - World history,DS,DS,,,1921,1920,enk,eng,English,London ,"J. Murray, for the Council of the Pro-Jerusalem Society,","Art, Municipal; Jerusalem.","Jerusalem, 1918-1920;being the records of the Pro-Jerusalem Council during the period of the British military administration,"
BMC-DS-0026,DS110.5 .F45,On the desert: with a brief review of recent events in Egypt.,3.17961E+13,,,,,,1883,"Field, Henry M. 1822-1907. (Henry Martyn),",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1883,1880,nyu,eng,English,New York ,"C. Scribner's sons,",,On the desert:with a brief review of recent events in Egypt.
BMC-DS-0027,DS110.5 .T86 1895,"Kadesh-Barnea : its importance and probable site, with the story of a hunt for it, including studies of the route of the exodus and the southern boundary of the Holy Land ",3.17961E+13,,,,,,1895,"Trumbull, H. Clay 1830-1903. (Henry Clay),",,,Carpenter Library,"Stacks (checks out only to faculty, staff, and Carpenter carrels)",D - World history,DS,DS,,,1895,1890,pau,eng,English,Philadelphia ,"J. D. Wattles,",,"Kadesh-Barnea :its importance and probable site, with the story of a hunt for it, including studies of the route of the exodus and the southern boundary of the Holy Land /"
BMC-DS-0028,DS110.G5 M2 f (vol. 2),The excavation of Gezer: 1902-1905 and 1907-1909 ,3.1796E+13,,,,,,1912,"Macalister, Robert Alexander Stewart, 1870-1950.",,,Carpenter Library,"Folio (checks out only to faculty, staff, and Carpenter carrels)",D - World history,DS,DS,,,1912,1910,enk,eng,English,London ,"Pub. for the Committee of the Palestine exploration fund by J. Murray,",,The excavation of Gezer:1902-1905 and 1907-1909 /
BMC-DS-0029,DS111.A2 C4 f (vol. 1),Archaeological researches in Palestine during the years 1873-1874. With numerous illustrations from drawings made on the spot by A. Lecomte du Noüy.,3.1796E+13,,,,,,"1899, 1896.","Clermont-Ganneau, Charles, 1846-1923.",,,Carpenter Library,"Folio (checks out only to faculty, staff, and Carpenter carrels)",D - World history,DS,DS,,,1899,1890,enk,eng,English,London ,,,Archaeological researches in Palestine during the years 1873-1874.With numerous illustrations from drawings made on the spot by A. Lecomte du Noüy.
BMC-DS-0030,DS112 .P62,Customs and traditions of Palestine illustrating the manners of the ancient Hebrews ,3.17961E+13,,,,,,1864,"Pierotti, Ermete, 1821-",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1864,1860,enk,eng,English,Cambridge,"Deighton, Bell, and co. [etc.],",Jews; Antiquities.| Arabs.,Customs and traditions of Palestineillustrating the manners of the ancient Hebrews /
BMC-DS-0031,DS113 .J3,"Jewish contributions to civilization; an estimate,",3.1796E+13,,B_Images/BMC-DS-0031.Image_barcode.193711.jpg,B_Images/BMC-DS-0031.Image_1.193718.jpg,B_Images/BMC-DS-0031.Image_2.193724.jpg,B_Images/BMC-DS-0031.Image_3.193729.jpg,1919,"Jacobs, Joseph, 1854-1916.",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,    ,    ,   ,nam,,Philadelphia ,"The Jewish publication society of America,",Jews.,"Jewish contributions to civilization; an estimate,"
BMC-DS-0032,DS117 .A4,"The Jews, their past, present, and future; being a succinct history of God's ancient people in all ages;",3.17961E+13,,,,,,1870,"Alexander, J. of Stockwell Park Road,London.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1870,1870,enk, en,,London ,"S.W. Partridge,","Jews; History.| Jews; Statistics, Vital.","The Jews, their past, present, and future;being a succinct history of God's ancient people in all ages;"
BMC-DS-0033,DS117 .M68 1893 (vol. 1),The history of the Jews : from the earliest period down to modern times ,3.1796E+13,,B_Images/BMC-DS-0033.Image_barcode.194058.jpg,B_Images/BMC-DS-0033.Image_1.194147.jpg,,,1893,"Milman, Henry Hart, 1791-1868.",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1893,1890,nyu,eng,English,New York ,"A.C. Armstrong,",Jews; History.,The history of the Jews :from the earliest period down to modern times /
BMC-DS-0034,DS117 .R38 1893 (vol. 4),"Histoire du peuple d'Israël,",3.1796E+13,,,,,,1893-95.,"Renan, Ernest, 1823-1892.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1893,1890,fr ,fre,French,Paris ,"Calmann-Levy,",Jews; History; To 70 A.D.,"Histoire du peuple d'Israël,"
BMC-DS-0035,DS117 .R4 1888 (vol. 5),History of the people of Israel ... ,3.1796E+13,,,,,,1894-1896.,"Renan, Ernest, 1823-1892.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,,,,,,,,,
BMC-DS-0036,DS118 .W3 1918,The story of Jerusalem ,3.17961E+13,,,,,,1918,"Watson, Charles Moore, Sir, 1844-1916.",Not on shelf,,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1918,1910,enk,eng,English,London ,"J. M. Dent & sons, ltd. ;",,The story of Jerusalem /
BMC-DS-0037,DS119.8.P42 W5 1871,Phoenicia and Israel : A historical essay ,3.1796E+13,,,,,,1871,"Wilkins, Augustus S. d. 1905. (Augustus Samuel),",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1871,1870,enk,eng,English,London ,"Hodder and Stoughton,",,Phoenicia and Israel :A historical essay /
BMC-DS-0038,DS122.8 .J7318 1913 (vol. 2),Historia de las guerras de los Judíos y de la destrucción del templo y ciudad de Jerusalén ,3.1796E+13,,B_Images/BMC-DS-0038.Image_barcode.210235.jpg,B_Images/BMC-DS-0038.Image_1.210241.jpg,,,1913,"Josephus, Flavius.",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1913,1910,sp ,spa,Spanish,"Madrid,","Perlado, Paéz,","Jews; History; Rebellion, 66-73.| Jews; History; 168 B.C.-135 A.D.",Historia de las guerras de los Judíos y de la destrucción del templo y ciudad de Jerusalén /
BMC-DS-0039,DS124 .M3 (vol. 2),The Jews in Egypt and in Palestine under the Fātimid caliphs : a contribution to their political and communal history based chiefly on genizah material hitherto unpublished .,3.1796E+13,,,,,,1920-22.,"Mann, Jacob, 1888-1940.",Wrong date,,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1920,1920,enk,eng,English,"Lond., etc. ","Oxford university press,",Jews; History; To 70 A.D.| Jews; Egypt.| Jews; Palestine.,The Jews in Egypt and in Palestine under the Fātimid caliphs :a contribution to their political and communal history based chiefly on genizah material hitherto unpublished .
BMC-DS-0040,DS135.G32 B3,"Die Judenfrage auf dem Wiener Kongress, auf Grund von zum Teil ungedruckten Quellen dargestellt von Dr. Salo Baron; hrsg. mit Unterstützung der Historischen Kommission der Israelitischen Kultusgemeinde in Wien.",3.17961E+13,,B_Images/BMC-DS-0040.Image_barcode.210250.jpg,B_Images/BMC-DS-0040.Image_1.210257.jpg,B_Images/BMC-DS-0040.Image_2.210302.jpg,B_Images/BMC-DS-0040.Image_3.210306.jpg,1920,"Baron, Salo W. 1895-1989. (Salo Wittmayer),",Medium interest,Reader marks - substantial,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1920,1920,au ,ger,German,Wien ,"R. Löwit,",Jewish question.| Jews; Germany.,"Die Judenfrage auf dem Wiener Kongress, auf Grund von zum Teil ungedruckten Quellen dargestellt von Dr. Salo Baron; hrsg. mit Unterstützung der Historischen Kommission der Israelitischen Kultusgemeinde in Wien."
BMC-DS-0041,DS135.R9 D8 (vol. 1),"History of the Jews in Russia and Poland, from the earliest times until the present day ",3.1796E+13,,,,,,1916-20.,"Dubnow, Semen Markovich, 1860-1941.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1916,1910,pau,eng,English,Philadelphia ,"Jewish Publication Society of America,",Jews; Soviet Union.| Jews; Russia.| Jews; Poland.,"History of the Jews in Russia and Poland, from the earliest times until the present day /"
BMC-DS-0042,DS156.L8 H4 1897,Opramoas; Inschriften von heroon zu Rhodiapolis;,3.1796E+13,,,,,,1897,"Heberdey, Rudolf, 1864-1936.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1897,1890,au ,ger,German,Wien ,"A. Hölder,","Inscriptions, Greek; Rhodiapolis.",Opramoas;Inschriften von heroon zu Rhodiapolis;
BMC-DS-0043,DS156.U7 O38 f (vol. 2),Altintepe.,3.1796E+13,,,,,,19,"Özgüç, Tahsin.",,,Carpenter Library,"Folio (checks out only to faculty, staff, and Carpenter carrels)",D - World history,DS,DS,,,,,,,,,,,
BMC-DS-0044,DS156.U7 O38 f (vol. 1),Altintepe.,3.1796E+13,,,,,,19,"Özgüç, Tahsin.",,,Carpenter Library,"Folio (checks out only to faculty, staff, and Carpenter carrels)",D - World history,DS,DS,,,,,,,,,,,
BMC-DS-0045,DS165 .G13,Illustrated Armenia and the Armenians.,3.17961E+13,,,,,,1898,"Gaidzakian, Ohan, 1837-1914.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1898,1890,mau,eng,English,"Boston,",,,Illustrated Armenia and the Armenians.
BMC-DS-0046,DS253 .L6 1970 (vol. 1 pt. 1B),"Gazetteer of the Persian Gulf, 'Oman, and Central Arabia.",3.1796E+13,,,,,,1915,"Lorimer, John Gordon, 1870-1914.",None,None,Carpenter Library,Stacks,D - World history,DS,DS,,,1915,1910,ii ,eng,English,"Calcutta,","Superintendent Government Printing,",,"Gazetteer of the Persian Gulf,'Oman, and Central Arabia."
BMC-DS-0047,DS405 .H95 1908 (vol. 4),Imperial gazetteer of India ...,3.1796E+13,,,,,,1907-1909.,,None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1907,1900,enk,eng,English,Oxford ,"Clarendon Press,",,Imperial gazetteer of India ...
BMC-DS-0048,DS405 .H95 1908 (vol. 3),Imperial gazetteer of India ...,3.1796E+13,,,,,,1907-1909.,,None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1907,1900,enk,eng,English,Oxford ,"Clarendon Press,",,Imperial gazetteer of India ...
BMC-DS-0049,DS413 .F72 1903,Cities of India ,3.1796E+13,,B_Images/BMC-DS-0049.Image_barcode.201945.jpg,B_Images/BMC-DS-0049.Image_1.202107.jpg,B_Images/BMC-DS-0049.Image_2.202107.jpg,,1903,"Forrest, George, Sir, 1846-1926.",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1903,1900,nyu,eng,English,New York ,"E.P. Dutton,",,Cities of India /
BMC-DS-0050,DS413 .N4,"Village, town, and jungle life in India,",3.17961E+13,,B_Images/BMC-DS-0050.Image_barcode.202338.jpg,B_Images/BMC-DS-0050.Image_1.202435.jpg,B_Images/BMC-DS-0050.Image_2.202457.jpg,,1905,"Newcombe, A. C.",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),D - World history,DS,DS,From the Collection of Katherine McBride,,1905,1900,   ,eng,English,Edinburgh ,"W. Blackwood and sons,",,"Village, town, and jungle life in India,"
BMC-DS-0051,DS436 .C22 (vol. 6),The Cambridge history of India.,3.1796E+13,,,,,,1922-1937.,,None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1922,1920,enk,eng,English,Cambridge Eng.,"University Press,",,The Cambridge history of India.
BMC-DS-0052,DS436 .K26 (vol. 2),History of India from the earliest times to the present day : for the use of students and colleges.,3.1796E+13,,,,,,1893,"Keene, H. G. 1825-1915. (Henry George),",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1893,1890,enk,   ,,London ,"W. H. Allen & Co.,",,History of India from the earliest times to the present day :for the use of students and colleges.
BMC-DS-0053,DS436 .W57,"A short history of India and of the frontier states of Afghanistan, Nipal, and Burma.",3.1796E+13,,,,,,1884,"Wheeler, James Talboys, 1824-1897.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1884,1880,enk,eng,English,London ,Macmillan and co,,"A short history of India and of the frontier states of Afghanistan, Nipal, and Burma."
BMC-DS-0054,DS445 .L5,"The protected princes of India,",3.17961E+13,,,,,,1894,"Lee-Warner, William, Sir, 1846-1914.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1894,1890,enk,eng,English,New York and London ,"Macmillan and co.,",,"The protected princes of India,"
BMC-DS-0055,DS461 .M35 (vol. 4),"Storia do Mogor: or, Mogul India, 1653-1708 ",3.1796E+13,,,,,,1907-08.,"Manucci, Niccolao, 1639-1717.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1907,1900,enk,eng,English,London ,"J. Murray,",,"Storia do Mogor:or, Mogul India, 1653-1708 /"
BMC-DS-0056,DS462.8.D8 B6 (vol. 1),Dupleix: ouvrage illustré des fac-simile d'un portrait de plans et d'autographes.,3.1796E+13,,,,,,1881,"Bionne, Henri, d. 1881.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1881,1880,   ,fre,French,Paris ,"M. Dreyfous,",,Dupleix: ouvrage illustré des fac-simile d'un portrait de plans et d'autographes.
BMC-DS-0057,DS465 .A27 1649,"A calendar of the court minutes etc. of the East India company, 1644-1649,",3.17961E+13,,,,,,1912,East India Company.,None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1912,1910,enk,eng,English,Oxford ,"The Clarendon press,",,"A calendar of the court minutes etc. of the East India company, 1644-1649,"
BMC-DS-0058,DS465 .A4 1618 (vol. 11),The English factories in India ... : a calendar of documents,3.1796E+13,,,,,,1906-1927.,"Foster, William, 1863-1951.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1906,1900,enk,eng,English,Oxford ,"Clarendon press,",,The English factories in India ... :a calendar of documents 
BMC-DS-0059,DS465 .A4 1618 (vol. 2),The English factories in India ... : a calendar of documents,3.1796E+13,,,,,,1906-1927.,"Foster, William, 1863-1951.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1906,1900,enk,eng,English,Oxford ,"Clarendon press,",,The English factories in India ... :a calendar of documents 
BMC-DS-0060,DS465 .M2 (vol. 2),"The diaries of Streynsham Master, 1675-1680, and other contemporary papers relating thereto,",3.1796E+13,,,,,,1911,"Master, Streynsham, Sir, 1640-1724.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1911,1910,enk,eng,English,London ,"J. Murray,",,"The diaries of Streynsham Master, 1675-1680,and other contemporary papers relating thereto,"
BMC-DS-0061,DS470.H2 B7,Haidar Alí and Tipú Sultán: and the struggle with the Musalman powers of the South ,3.17961E+13,,,,,,1893,"Bowring, Lewin Bentham, 1824-1910.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1893,1890,enk,eng,English,Oxford ,"Clarendon press,",,Haidar Alí and Tipú Sultán:and the struggle with the Musalman powers of the South /
BMC-DS-0062,DS473.3 .L3,État politique de l'Inde en 1777 ,3.17961E+13,,,,,,1913,"Law, Jean, b. 1719.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1913,1910,fr ,fre,French,Paris ,"H. Champion,",French; India.| British; India.,État politique de l'Inde en 1777 /
BMC-DS-0063,DS474.1 .S4,The Marquess Cornwallis and the consolidation of British rule ,3.17961E+13,,,,,,1898,"Seton-Karr, W. S. 1822-1910. (Walter Scott),",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1898,1890,enk,eng,English,Oxford ,"Clarendon press,",,The Marquess Cornwallis and the consolidation of British rule /
BMC-DS-0064,DS478 .K243 1896 (vol. 1),Kaye's and Malleson's history of the Indian mutiny of 1857-8.,,,,,,,1896,"Kaye, John William, Sir, 1814-1876.",Not on shelf,,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,,,,,,,,,
BMC-DS-0065,DS480.45 .I5 (vol. 1921-1922),"India in ... : a report prepared for presentation to Parliament in accordance with the requirements of the 26th Section of the Government of India Act (5 & 6 Geo. V., Chap. 61)",3.17961E+13,,,,,,1920-,,None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,,,,,,,,,
BMC-DS-0066,DS480.45 .I5 (vol. 1930-1931),"India in ... : a report prepared for presentation to Parliament in accordance with the requirements of the 26th Section of the Government of India Act (5 & 6 Geo. V., Chap. 61)",3.1796E+13,,B_Images/BMC-DS-0066.Image_barcode.204920.jpg,,,,1920-,,Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,TRUE,,,,,,,,,
BMC-DS-0067,DS480.5 .A6 1920 f,"Report of the Committee appointed by the government of India to investigate the disturbances in the Punjab, etc. : [and Evidence taken before the Disorders inquiry committee ...]",3.17961E+13,,,,,,1920,"India. Committee on Disturbances in Bombay, Delhi, and the Punjab.",,,Canaday Library,Folio (Floor B),D - World history,DS,DS,,,1920,1920,enk,eng,English,London ,H. M. Stationery off. [etc.],,"Report of the Committee appointed by the government of India to investigate the disturbances in the Punjab, etc. :[and Evidence taken before the Disorders inquiry committee ...]"
BMC-DS-0068,DS485.B81 N5 (vol. 2),Burma under British rule--and before;,3.1796E+13,,,,,,1901,"Nisbet, John, 1853-1914.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1901,1900,enk,eng,English,Westminster ,"A. Constable,",,Burma under British rule--and before;
BMC-DS-0069,DS485.B81 W697,Four years in Upper Burma.,3.17961E+13,,B_Images/BMC-DS-0069.Image_barcode.205345.jpg,B_Images/BMC-DS-0069.Image_1.205345.jpg,,,1892,"Winston, W. R.",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1892,1890,enk,eng,English,London ,"C.H. Kelly,",,Four years in Upper Burma.
BMC-DS-0070,DS485.K2 K58 1911,"Where three empires meet : a narrative of recent travel in Kashmir, western Tibet, Gilgit, and the adjoining countries ",3.17961E+13,,,,,,1911,"Knight, E. F. 1852-1925. (Edward Frederick),",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1905,1900,enk,eng,English,London ,"Longmans, Green,",,"Where three empires meet :a narrative of recent travel in Kashmir, western Tibet, Gilgit, and the adjoining countries /"
BMC-DS-0071,DS485.K2 P4,"Cashmere, three weeks in a houseboat,",3.17961E+13,,,,,,1920,"Petrocokino, Ambrose.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1920,1920,   ,eng,English,London ,"Longmans, Green",,"Cashmere, three weeks in a houseboat,"
BMC-DS-0072,DS485.N4 B7,Picturesque Nepal ,3.17961E+13,,B_Images/BMC-DS-0072.Image_barcode.193220.jpg,B_Images/BMC-DS-0072.Image_1.193229.jpg,,,1912,"Brown, Percy, 1872-1955.",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1912,1910,enk,eng,English,London ,"A. and C. Black,,",,Picturesque Nepal /
BMC-DS-0073,DS485.P2 A4 (vol. 2),Report of the commissioners.,3.1796E+13,,,,,,1920,Indian National Congress 1919). Punjab Sub-committee. (35th :,None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1920,1920,ii ,eng,English,Bombay,,,Report of the commissioners.
BMC-DS-0074,DS486.A3 H3,"A handbook to Agra and the Taj, Sikandra, Fatehpur-Sikri and the neighbourhood,",3.17961E+13,,,,,,1904,"Havell, E. B. 1861-1934. (Ernest Binfield),",Not on shelf,,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,,,,,,,,,
BMC-DS-0075,DS486.B4 H2,"Benares, the sacred city; sketches of Hindu life and religion",3.1796E+13,,,,,,1905,"Havell, E. B. 1861-1934. (Ernest Binfield),",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1905,1900,enk,eng,English,London ,"Blackie & Son, limited,",Hinduism.| Pilgrims and pilgrimages.,"Benares, the sacred city;sketches of Hindu life and religion"
BMC-DS-0076,DS486.E8 H6 1922,"Mount Everest, the reconnaissance, 1921,",3.17961E+13,,,,,,1922,"Howard-Bury, Charles Kenneth, 1883-",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1922,1920,nyu,eng,English,New York ,"Longmans, Green and co.;",,"Mount Everest,the reconnaissance, 1921,"
BMC-DS-0077,DS486.M27 M37 1917,Les origines de Mahé de Malabar ,3.1796E+13,,,,,,1917,"Martineau, Alfred, 1859-1945.",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1917,1910,fr ,fre,French,Paris ,E. Champion :,French; India.,Les origines de Mahé de Malabar /
BMC-DS-0078,DS489.5 .P5,"Ceylon and the Hollanders, 1658-1796,",3.17961E+13,,,,,,1918,"Pieris, Paulas Edward, 1874-",None,None,Canaday Library,Stacks (Monographs),D - World history,DS,DS,,,1918,1910,   ,eng,English,"Tellippalai, Ceylon,","American Ceylon mission press,",Dutch; Sri Lanka.,"Ceylon and the Hollanders, 1658-1796,"
